Coin Name,Coin Price,Market Cap,Volume,Supply
Games for a Living,$0.01098,"$34,374,826","$814,994","3,130,615,040 GFAL"
Doge Killer,$322.09,"$34,262,376","$4,934,342","106,377 LEASH"
Viction,$0.352,"$34,080,277","$3,211,361","96,830,754 VIC"
HyperCycle,$0.2192,"$34,006,799","$129,879","155,122,742 HYPC"
Voxies,$0.1619,"$33,828,752","$15,050,106","208,945,834 VOXEL"
StaFi,$0.3233,"$33,812,053","$7,973,079","104,598,941 FIS"
Puffer,$0.3301,"$33,775,117","$76,974,857","102,306,717 PUFFER"
ROGin AI,$0.5004,"$33,518,689","$2,938,499","66,989,874 ROG"
Basenji,$0.03635,"$33,516,054","$3,054,932","922,044,870 BENJI"
Komodo,$0.2457,"$33,407,872","$2,075,040","135,953,876 KMD"
Verasity,$0.003391,"$33,383,486","$11,856,740","9,844,270,142 VRA"
dForce,$0.03329,"$33,289,243","$1,790,059","999,926,147 DF"
FEED EVERY GORILLA,$0.0004131,"$33,275,296","$349,265","80,541,528,882 FEG"
Energy Web Token,$1.10,"$33,128,648","$1,745,839","30,062,138 EWT"
VAIOT,$0.0947,"$32,953,672","$608,154","347,983,063 VAI"
Paris Saint-Germain Fan Token,$2.71,"$32,799,464","$8,266,083","12,089,007 PSG"
Samoyedcoin,$0.008947,"$32,719,876","$3,012,795","3,657,134,467 SAMO"
Graphlinq Chain,$0.09576,"$32,560,044","$2,497,560","339,999,895 GLQ"
Moss Coin,$0.07724,"$32,557,352","$12,112,337","421,489,688 MOC"
Numbers Protocol,$0.04642,"$32,500,697","$1,020,182","700,116,242 NUM"
THE BALKAN DWARF,$0.0008291,"$32,382,668","$2,053,038","39,058,005,061 KEKEC"
Jesus Coin,$0.062137,"$32,357,241","$477,226","151,426,487,242,538 JESUS"
Bitgert,$0.078173,"$32,338,273","$14,068,016","395,688,215,721,653 BRISE"
MATH,$0.2807,"$32,102,930","$1,587,633","114,356,164 MATH"
Biswap,$0.06188,"$31,970,987","$12,652,050","516,665,950 BSW"
Scallop,$0.5217,"$31,940,215","$15,968,335","61,226,334 SCA"
Kin,$0.0000115,"$31,722,671","$276,159","2,757,861,681,637 KIN"
Boba Network,$0.1837,"$31,533,957","$4,238,103","171,624,232 BOBA"
Foxsy AI,$0.07799,"$31,466,842","$1,107,282","403,468,727 FOXSY"
Orderly Network,$0.1568,"$31,416,486","$26,447,371","200,423,318 ORDER"
Nimiq,$0.002473,"$31,023,310","$243,440","12,542,593,635 NIM"
Linear Finance,$0.004391,"$31,016,350","$23,421,290","7,063,798,599 LINA"
CLV,$0.03094,"$30,939,679","$11,326,627","1,000,000,000 CLV"
Tranchess,$0.1614,"$30,871,914","$6,429,884","191,220,338 CHESS"
Measurable Data Token,$0.04559,"$30,825,742","$7,837,611","676,157,013 MDT"
FractonX,$0.3514,"$30,741,135","$2,029,891","87,472,220 FT"
AIT Protocol,$0.1083,"$30,648,646","$1,267,225","282,869,234 AIT"
WhiteCoin,$0.04007,"$30,626,311","$271,034","764,324,623 XWC"
IDEX,$0.03769,"$30,433,913","$5,362,911","807,488,993 IDEX"
FUNToken,$0.002801,"$30,372,333","$4,773,273","10,843,201,660 FUN"
Shuffle,$0.2899,"$30,311,648","$1,214,107","104,564,426 SHFL"
QuickSwap [Old],$40.36,"$30,082,378","$41,473","745,260 QUICK"
Reef,$0.001317,"$30,052,210","$15,277,283","22,821,409,581 REEF"
COMBO,$0.422,"$29,984,876","$7,566,863","71,051,748 COMBO"
ChainSwap,$0.03215,"$29,714,394","$368,875","924,289,610 CSWAP"
Wirex Token,$0.002969,"$29,688,177","$1,484,678","10,000,000,000 WXT"
Hathor,$0.06474,"$29,686,195","$712,839","458,528,489 HTR"
Ultra,$0.07577,"$29,664,007","$1,607,059","391,509,626 UOS"
Nexera,$0.03608,"$29,610,277","$383,860","820,713,704 NXRA"
MAGA,$0.00007583,"$29,591,608","$21,834,526","390,258,895,840 MAGA"
Sovryn,$0.4618,"$29,538,328","$61,780","63,962,019 SOV"
Numogram,$0.02942,"$29,415,035","$25,950,871","1,000,000,000 GNON"
AhaToken,$0.005138,"$29,412,774","$27,529,016","5,724,667,221 AHT"
Self Chain,$0.3016,"$29,259,230","$23,261,927","97,000,000 SLF"
Moon Tropica,$13.07,"$29,230,680","$276,710","2,236,269 CAH"
Dynex,$0.2981,"$29,071,053","$1,410,741","97,531,508 DNX"
Stronghold Token,$0.00501,"$29,025,097","$304,146","5,793,905,044 SHX"
Alpha Quark Token,$1.08,"$29,011,591","$81,523,479","26,806,201 AQT"
Koala AI,$0.05318,"$28,969,298","$888,741","9,110,383,747,597 KOKO"
BIM,$1.14,"$28,936,564","$80,295","25,455,074 BIM"
Reserve Dollar,$0.9998,"$28,843,884",,"28,850,667 RSV"
Cream Finance,$15.53,"$28,816,620","$4,372,754","1,855,659 CREAM"
Quickswap [New],$0.03858,"$28,753,642","$8,206,851","745,258,954 QUICK"
Harvest Finance,$42.60,"$28,634,937","$1,992,837","672,183 FARM"
nubcat,$0.02993,"$28,428,797","$6,974,836","950,000,253 NUB"
Shoggoth (shoggoth.monster),$0.02833,"$28,331,744","$10,393,301","1,000,000,000 SHOGGOTH"
GT Protocol,$0.6761,"$28,313,336","$6,422,494","41,874,835 GTAI"
SolCex,$0.036,"$28,077,287","$1,600,479","780,000,000 SOLCEX"
Shrapnel,$0.03848,"$28,151,531","$12,489,642","731,565,408 SHRAP"
Polkastarter,$0.2831,"$28,084,721","$1,078,041","99,209,632 POLS"
DecideAI,$0.05746,"$28,078,727","$418,643","488,677,471 DCD"
Artrade,$0.01785,"$27,945,088","$426,126","1,565,911,917 ATR"
VIDT DAO,$0.03319,"$27,958,635","$12,170,804","842,320,913 VIDT"
Cornucopias,$0.0304,"$27,872,618","$347,809","916,896,822 COPI"
nomnom,$0.02874,"$27,800,324","$10,747,949","967,206,795 NOMNOM"
Minswap,$0.02568,"$27,791,202","$213,338","1,082,367,249 MIN"
Brickken,$0.4477,"$27,734,786","$1,851,135","61,953,557 BKN"
DEAPcoin,$0.0009842,"$27,584,197","$1,824,955","28,026,332,268 DEP"
Masa,$0.07718,"$27,570,420","$11,895,903","357,230,961 MASA"
Guild of Guardians,$0.04131,"$27,559,709","$1,621,723","667,217,335 GOG"
Electronic USD,$0.9989,"$27,463,664","$344,115","27,494,711 eUSD"
Opulous,$0.07589,"$27,459,144","$1,631,432","361,815,607 OPUL"
BOB (ETH),$0.00003964,"$27,316,570","$5,882,290","689,127,646,403 BOB"
AXEL,$0.09585,"$27,136,160","$7,733","283,102,718 AXEL"
AVA,$0.4883,"$27,108,511","$6,203,001","55,511,900 AVA"
BFG Token,$0.0241,"$27,063,578","$30,801","1,122,808,916 BFG"
Multibit,$0.02843,"$27,008,164","$7,807,116","950,000,000 MUBI"
Fractal Bitcoin,$4.62,"$26,742,123","$10,841,073","5,784,150 FB"
SaucerSwap,$0.03677,"$26,602,453","$880,822","723,426,536 SAUCE"
Botto,$0.5515,"$26,576,178","$419,971","48,191,635 BOTTO"
APX,$0.04791,"$26,511,894","$4,645,934","553,379,314 APX"
Tectonic,$0.061059,"$26,245,521","$927,753","247,733,879,909,099 TONIC"
Brainlet,$0.0273,"$26,018,059","$5,664,751","952,905,541 BRAINLET"
PlayDapp,$0.0432,"$25,996,271","$7,135,678","601,810,482 PDA"
XSGD,$0.7511,"$25,856,666","$310,999","34,424,079 XSGD"
xMoney,$0.03669,"$25,832,582","$3,153,738","704,112,145 UTK"
Alpaca Finance,$0.1703,"$25,687,032","$14,133,130","150,864,017 ALPACA"
Jen-Hsun Huang,$0.052636,"$25,451,119","$415,947","9,655,878,669,545 JHH"
Law Blocks (AI),$0.1036,"$25,374,384","$81,945","244,997,988 LBT"
AdEx,$0.1751,"$25,227,583","$16,818,333","144,046,027 ADX"
PAC Protocol,$0.001446,"$25,224,130",$269,"17,442,599,179 PAC"
Fluence,$0.2826,"$25,215,245","$1,064,606","89,223,143 FLT"
IRISnet,$0.01545,"$25,110,226","$1,659,295","1,625,054,176 IRIS"
WAGMI Games,$0.00001386,"$25,004,598","$606,745","1,804,354,666,195 WAGMIGAMES"
Prosper,$0.5438,"$25,004,968","$8,995,041","45,984,725 PROS"
Commune AI,$0.2474,"$24,923,762","$562,805","100,735,860 COMAI"
Cook Finance,$0.02844,"$24,849,084","$2,403,674","873,630,735 COOK"
Dora Factory,$0.04625,"$24,846,698","$641,711","537,277,116 DORA"
Wing Finance,$5.27,"$24,718,361","$5,027,962","4,686,658 WING"
PAID,$0.05764,"$24,678,250","$210,385","428,107,911 PAID"
Velas,$0.009292,"$24,646,903","$1,133,756","2,652,495,887 VLX"
Beefy,$306.72,"$24,537,505","$1,138,725","80,000 BIFI"
FIO Protocol,$0.03081,"$24,533,909","$27,034,613","796,403,758 FIO"
hehe,$0.02881,"$24,215,105","$2,586,827","840,606,180 HEHE"
BurgerCities,$0.4036,"$24,162,627","$20,146,877","59,860,978 BURGER"
Coreum,$0.06266,"$24,111,107","$140,954","384,792,048 COREUM"
PARSIQ,$0.08404,"$23,972,661","$1,446,027","285,256,872 PRQ"
CEEK VR,$0.02959,"$23,840,422","$2,797,134","805,717,779 CEEK"
Santos FC Fan Token,$4.29,"$23,810,224","$36,762,130","5,546,061 SANTOS"
SIX,$0.02797,"$23,800,496","$2,333,897","850,966,610 SIX"
UniLend,$0.279,"$23,726,798","$2,120,683","85,050,222 UFT"
SAD HAMSTER,$0.02501,"$23,553,679","$2,054,384","941,901,250 HAMMY"
WeBuy,$0.06502,"$23,540,213","$64,430","362,031,240 WE"
MiraclePlay,$0.03398,"$23,531,712","$440,008","692,586,162 MPT"
Welshcorgicoin,$0.002349,"$23,487,618","$240,674","10,000,000,000 WELSH"
HyperGPT,$0.03871,"$23,479,977","$2,206,546","606,496,190 HGPT"
Shark Cat,$0.02367,"$23,427,031","$4,173,246","989,895,519 SC"
Devve,$0.3204,"$23,184,961","$446,969","72,353,710 DEVVE"
ASD,$0.03498,"$23,108,006","$1,138,177","660,615,274 ASD"
OG Fan Token,$5.58,"$23,018,467","$63,544,761","4,126,664 OG"
XeniosCoin,$0.3003,"$22,901,943",,"76,274,958 XNC"
Neon EVM,$0.3966,"$22,862,424","$4,660,391","57,651,000 NEON"
Tribal Finance,$0.29,"$22,883,486","$9,274","78,898,737 TRIBL"
AVINOC,$0.05849,"$22,766,531",,"389,244,472 AVINOC"
SPECTRE AI,$2.48,"$22,554,851","$214,039","9,093,998 SPECTRE"
Non-Playable Coin Solana,$0.02309,"$22,394,960","$1,412,525","969,714,773 NPCS"
cheqd,$0.03466,"$22,270,805","$518,238","642,492,815 CHEQ"
Impossible Finance Launchpad,$0.03274,"$22,263,051","$29,643","680,000,000 IDIA"
TRVL,$0.06482,"$22,252,218","$501,599","343,304,291 TRVL"
TokenPocket,$0.006399,"$22,181,465","$126,664","3,466,457,400 TPT"
Solama,$0.03389,"$22,162,028","$1,452,057","653,868,075 SOLAMA"
Clore.ai,$0.08853,"$22,086,750","$4,580,272","249,491,637 CLORE"
Partisia Blockchain,$0.08939,"$22,073,149","$295,970","246,927,907 MPC"
Stratos,$0.5693,"$22,088,180","$346,820","38,800,874 STOS"
StrikeX,$0.02543,"$22,052,526","$719,508","867,175,233 STRX"
XPR Network,$0.0008162,"$21,945,570","$1,566,071","26,886,996,577 XPR"
StorX Network,$0.06434,"$21,967,149","$816,056","341,427,504 SRX"
Pikaboss,$0.075213,"$21,930,282","$26,447","420,690,000,000,000 PIKA"
AirDAO,$0.006956,"$21,876,675","$5,478,049","3,145,044,468 AMB"
OORT,$0.09564,"$21,789,290","$1,759,839","227,822,212 OORT"
Kava Lend,$0.1614,"$21,749,063","$16,002,739","134,791,668 HARD"
pSTAKE Finance,$0.04896,"$21,524,316","$1,984,638","439,651,042 PSTAKE"
ETHEREUM IS GOOD,$0.002156,"$21,556,041","$2,054,564","10,000,000,000 EBULL"
Gui Inu,$0.00003857,"$21,442,193","$2,567,323","555,895,061,727 GUI"
BobaCat,$0.03715,"$21,443,251","$1,111,120","577,172,773 PSPS"
ZTX,$0.005293,"$21,251,626","$2,243,796","4,015,011,825 ZTX"
Vertex Protocol,$0.05857,"$21,125,825","$1,451,846","360,714,923 VRTX"
Shapeshift FOX Token,$0.05554,"$20,948,278","$1,836,336","377,154,162 FOX"
Swarm,$0.4004,"$21,063,646","$3,588,171","52,600,661 BZZ"
Global Dollar,$1.00,"$21,061,898",$954,"21,048,205 USDG"
AI Companions,$0.06018,"$21,062,415","$4,648,795","349,999,200 AIC"
SelfKey,$0.003497,"$20,983,506","$7,174,214","5,999,999,954 KEY"
MON,$0.1022,"$20,964,241","$6,908,941","205,101,088 MON"
trac (Ordinals),$0.9919,"$20,829,004","$927,227","21,000,000 TRAC"
KYVE Network,$0.02848,"$20,917,224","$117,847","734,577,759 KYVE"
Oho,$0.0008663,"$20,899,016","$109,918","24,123,896,382 OHO"
Volt Inu,$0.063788,"$20,753,007","$396,437","54,766,287,142,827 VOLT"
Pandora,"$2,063.24","$20,632,432","$4,574,032","10,000 PANDORA"
Klever,$0.002309,"$20,508,833","$1,047,808","8,880,780,407 KLV"
Katana Inu,$0.0007558,"$20,576,665","$678,255","27,226,308,014 KATA"
SpaceN,$0.511,"$20,447,059","$11,858","40,010,000 SN"
Counterparty,$7.83,"$20,296,631",$325,"2,592,022 XCP"
UFO Gaming,$0.067759,"$19,988,851","$409,765","25,757,575,757,576 UFO"
Helium IOT,$0.000984,"$19,930,495","$1,628","20,254,029,551 IOT"
SingularityDAO,$0.2407,"$19,911,847","$479,347","82,733,204 SDAO"
NEOPIN,$0.1696,"$19,854,662","$1,823,933","117,090,024 NPT"
Galeon,$0.02769,"$19,898,057","$85,147","718,693,525 GALEON"
Veno Finance,$0.04199,"$19,924,919","$121,267","474,514,554 VNO"
Smog,$0.0255,"$19,867,617","$48,795","778,999,968 SMOG"
HOPR,$0.05822,"$19,864,071","$859,178","341,173,813 HOPR"
Polytrade,$0.5224,"$19,843,246","$904,032","37,984,484 TRADE"
Aura Finance,$0.3474,"$19,787,684","$9,678","56,958,983 AURA"
ELYSIA,$0.004399,"$19,764,820","$2,044,093","4,492,841,624 EL"
Swarm Markets,$0.2356,"$19,729,843","$406,775","83,740,173 SMT"
Mango,$0.01969,"$19,691,846","$42,624","1,000,000,000 MNGO"
Atlas Navi,$0.1884,"$19,542,823","$845,137","103,737,204 NAVI"
Troll,$0.072037,"$19,567,061","$3,070,711","960,420,000,000,000 TROLL"
Edelcoin,$0.9049,"$19,539,204","$1,725,161","21,592,038 EDLC"
FONSmartChain,$1.07,"$19,456,900","$188,568","18,211,506 FON"
e-Radix,$0.01552,"$19,016,898","$92,844","1,225,232,865 EXRD"
Dogechain,$0.0005819,"$19,224,327","$3,231,463","33,038,198,983 DC"
Peng,$0.1937,"$19,373,664","$5,849,008","99,999,979 PENG"
Hermez Network,$4.10,"$19,252,500","$47,380","4,700,000 HEZ"
Taraxa,$0.004061,"$19,257,755","$329,291","4,741,643,390 TARA"
PIVX,$0.2177,"$19,129,445","$6,155,072","87,856,972 PIVX"
Bitcoin Atom,$1.03,"$18,901,386",$8,"18,418,931 BCA"
ZUSD,$0.9938,"$18,895,387","$72,445","19,012,373 ZUSD"
Tarot,$0.2893,"$18,815,144","$308,034","65,035,453 TAROT"
SquidGrow,$0.01945,"$18,731,949","$823,982","963,023,698 SQGROW"
Dero,$1.30,"$18,678,086","$9,768","14,312,916 DERO"
Diamond,$4.78,"$18,337,606","$48,218","3,838,383 DMD"
ParagonsDAO,$0.1158,"$18,408,639","$65,220","158,936,556 PDT"
Amaterasu Omikami,$0.01942,"$18,388,978","$452,950","946,976,011 OMIKAMI"
Diamond Launch,$0.1909,"$18,368,003","$3,198,453","96,203,056 DLC"
Rupiah Token,$0.00006291,"$18,315,157","$21,606","291,132,793,120 IDRT"
FC Barcelona Fan Token,$2.09,"$18,296,869","$7,268,249","8,747,606 BAR"
Firo,$1.27,"$18,239,969","$1,824,550","14,336,087 FIRO"
Trump Derangement Syndrome (tearsforTDS),$0.01821,"$18,214,127","$4,655,328","999,999,949 TDS"
Dacxi,$0.002035,"$18,312,557","$16,626","9,000,000,000 DACXI"
GAMEE,$0.0134,"$18,133,209","$901,471","1,353,124,981 GMEE"
CateCoin,$0.063164,"$18,118,350","$456,453","57,273,090,946,281 CATE"
Pluton,$1.86,"$18,064,645","$642,322","9,693,017 PLU"
Rally,$0.003449,"$18,034,594","$3,793,604","5,229,669,275 RLY"
Kaon,$0.004045,"$17,946,546","$8,780,528","4,436,209,630 AKRO"
BIDR,$0.00006467,"$17,949,989",,"277,566,300,089 BIDR"
Blockchain Foundation for Innovation & Collaboration,$1.69,"$17,903,847","$2,571,141","10,578,424 BFIC"
MonaCoin,$0.2708,"$17,796,689","$314,810","65,729,675 MONA"
Blendr Network,$0.4384,"$17,636,325","$862,118","40,228,344 BLENDR"
DUKO,$0.001825,"$17,632,494","$4,540,779","9,663,955,990 DUKO"
Ancient8,$0.08279,"$17,634,447","$2,269,547","213,000,000 A8"
Defigram,$1.76,"$17,557,147","$3,559","10,000,000 DFG"
BlueMove,$0.09943,"$17,499,011","$278,829","176,000,000 MOVE"
Openfabric AI,$0.1423,"$17,468,530","$471,592","122,795,217 OFN"
Step Finance,$0.07866,"$17,416,888","$183,832","221,408,395 STEP"
DMAIL Network,$0.2566,"$17,415,968","$8,298,135","67,883,679 DMAIL"
Inverse Finance,$29.37,"$17,407,214","$378,210","592,743 INV"
Galxe,$1.84,"$17,317,180","$130,678","9,404,758 GAL"
Numerico,$0.1148,"$17,273,080","$325,292","150,400,834 NWC"
Gifto,$0.01662,"$17,233,914","$4,006,380","1,037,167,539 GFT"
r/CryptoCurrency Moons,$0.1609,"$17,182,545","$680,621","106,776,318 MOON"
Verified USD,$1.00,"$17,150,079","$148,175","17,141,815 USDV"
Hatom,$1.03,"$17,084,632","$445,701","16,667,457 HTM"
zKML,$0.1802,"$16,849,359","$258,125","93,489,600 ZKML"
Alpine F1 Team Fan Token,$1.50,"$17,014,514","$8,439,350","11,360,000 ALPINE"
Cat Own Kimono,$0.00001693,"$16,907,431","$1,593,903","998,607,362,396 COK"
Byte,$0.00001744,"$16,818,014","$299,578","964,467,033,477 BYTE"
Metacade,$0.01259,"$16,757,526","$1,295,261","1,330,753,754 MCADE"
Tron Bull,$0.01675,"$16,746,558","$1,674,037","999,999,997 TBULL"
Klaus,$0.01656,"$16,559,431","$3,289,648","1,000,000,000 KLAUS"
Mode,$0.01271,"$16,526,282","$1,616,328","1,300,000,000 MODE"
Quantum Resistant Ledger,$0.2427,"$16,490,294","$256,586","67,937,170 QRL"
Nine Chronicles,$0.03892,"$16,450,808","$440,538","422,658,653 WNCG"
Gaimin,$0.0007819,"$16,514,925","$841,586","21,120,636,640 GMRX"
LumiWave,$0.0213,"$16,403,865","$1,666,403","770,075,466 LWA"
Ellipsis,$0.02262,"$16,368,395",$437,"723,701,572 EPS"
Manchester City Fan Token,$2.07,"$16,301,643","$3,945,085","7,872,311 CITY"
Vectorspace AI,$0.3271,"$16,195,864","$138,114","49,517,054 VXV"
zkLink,$0.1194,"$16,279,990","$11,846,862","136,375,000 ZKL"
Kasta,$0.02429,"$16,220,272","$964,460","667,774,526 KASTA"
UNS TOKEN,$0.1534,"$16,198,829","$1,775","105,604,200 UNS"
Castello Coin,$0.07624,"$16,188,143",$154,"212,328,507 CAST"
Phantasma,$0.1333,"$16,545,067","$2,217,635","124,129,198 SOUL"
Decimal,$0.001428,"$15,878,120","$1,204","11,121,003,896 DEL"
Bitcoin Diamond,$0.0846,"$15,776,912","$57,863","186,492,898 BCD"
Cryptex Finance,$2.35,"$15,760,054","$373,090","6,716,357 CTX"
Dimecoin,$0.0000327,"$15,642,773",,"478,333,438,962 DIME"
Moonchain,$0.005846,"$15,578,441","$2,042,244","2,664,965,800 MXC"
Pepe 2.0,$0.073308,"$15,512,234","$2,956,536","469,000,000,000,000 PEPE2.0"
NuNet,$0.03029,"$15,271,212","$199,938","504,084,665 NTX"
Cere Network,$0.002206,"$15,308,676","$470,034","6,939,923,952 CERE"
Viberate,$0.07675,"$15,350,295","$4,119,035","199,995,000 VIB"
Synesis One,$0.03363,"$15,345,308","$1,467,351","456,252,758 SNS"
iMe Lab,$0.0353,"$15,274,980","$441,727","432,774,153 LIME"
Morpheus.Network,$0.3242,"$15,297,499","$132,126","47,180,014 MNW"
S.S. Lazio Fan Token,$1.77,"$15,204,775","$8,409,666","8,600,000 LAZIO"
Data Ownership Protocol,$0.001757,"$15,086,929","$8,053,457","8,586,834,493 DOP"
Blocksquare Token,$0.2883,"$14,970,964","$296,360","51,927,061 BST"
Pitbull,$0.093739,"$15,029,222","$303,582","40,192,158,063,660,000 PIT"
Lumerin,$0.02461,"$14,926,883","$246,860","606,615,000 LMR"
Cellframe,$0.5154,"$14,739,256","$1,401,088","28,599,168 CELL"
DeFi Kingdoms,$0.1296,"$14,710,454","$74,045","113,537,457 JEWEL"
UNCX Network,$315.89,"$14,711,770","$19,637","46,573 UNCX"
Aurory,$0.2274,"$14,707,405","$179,795","64,667,023 AURY"
Sentinel,$0.0007229,"$14,678,340","$287,852","20,305,796,735 DVPN"
RocketX exchange,$0.1564,"$14,654,159","$160,966","93,691,309 RVF"
SwissCheese,$0.3746,"$14,645,875","$1,124,285","39,098,812 SWCH"
RealGOAT,$0.066933,"$14,558,328","$70,573","21,000,000,000,000 RGOAT"
Soil,$0.7567,"$14,556,566","$129,852","19,236,778 SOIL"
AirSwap,$0.08333,"$14,539,946","$1,932,748","174,479,533 AST"
Azuro Protocol,$0.08836,"$14,297,082","$821,717","161,800,548 AZUR"
ParaSwap,$0.0191,"$14,231,712","$540,067","744,976,909 PSP"
Decubate,$0.03805,"$14,269,314","$181,940","375,027,526 DCB"
LandWolf (SOL),$0.00141,"$14,102,766","$270,483","9,999,832,346 WOLF"
Cratos,$0.000287,"$14,147,327","$3,901,119","49,299,676,745 CRTS"
LOBO•THE•WOLF•PUP,$0.0008752,"$14,342,062","$834,948","16,387,781,650 LOBO"
Rake Coin,$0.0002007,"$14,024,963","$80,813","69,876,869,232 RAKE"
Quiztok,$0.001421,"$14,262,185","$735,241","10,039,159,069 QTCON"
DFI.Money,$362.02,"$13,972,431","$4,323,524","38,596 YFII"
Colony,$0.1296,"$14,011,378","$70,175","108,075,191 CLY"
Arianee,$0.1297,"$13,925,140",$159,"107,371,813 ARIA20"
Hegic,$0.01975,"$13,897,872","$75,809","703,727,349 HEGIC"
DeFiChain,$0.01625,"$13,471,720","$1,126,722","828,938,980 DFI"
UNI,$0.01378,"$13,781,302","$1,515,549","1,000,000,000 UNI"
Kryll,$0.3734,"$13,782,584","$490,267","36,911,369 KRL"
